serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
1928,R4,12/28/2022,21:40,軽傷事故,一般市道,右折時,自転車,自動車,,,,34.81381611,135.3843839,,
1929,R4,12/29/2022,17:05,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77775528,135.4247003,,
1930,R5,1/3/2023,11:35,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77514194,135.4176861,有岡小学校,
1931,R5,1/9/2023,15:25,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79998806,135.3901161,鴻池小学校,
1932,R5,1/10/2023,17:50,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,二輪車,自転車,,,,34.79555583,135.3920367,鴻池小学校,
1933,R5,1/13/2023,17:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77799806,135.4061739,鈴原小学校,
1934,R5,1/19/2023,8:25,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78731111,135.3861881,花里小学校,
1935,R5,1/21/2023,17:47,軽傷事故,その他,右折時,自動車,自転車,,,,34.78123389,135.4234019,有岡小学校,
1936,R5,1/13/2023,11:05,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.80379111,135.3824169,天神川小学校,
1937,R5,1/24/2023,18:18,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.76990111,135.3849528,昆陽里小学校,
1938,R5,1/26/2023,19:23,軽傷事故,一般市道,正面衝突,自動車,自転車,,,,34.79150694,135.4172889,緑丘小学校,
1939,R5,1/27/2023,10:20,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.793405,135.4100439,瑞穂小学校,
1940,R5,1/30/2023,11:15,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78422694,135.4139089,伊丹小学校,
1941,R5,1/31/2023,14:50,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76883611,135.4060139,笹原小学校,
1942,R5,1/26/2023,14:15,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.76920194,135.4201361,有岡小学校,
1943,R5,11/19/2022,13:13,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78088694,135.4163539,伊丹小学校,
1944,R5,2/10/2023,7:00,軽傷事故,国道176号,右折時（その他）,自動車,自転車,,,,34.81033111,135.3899589,天神川小学校,
1945,R5,2/10/2023,21:45,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.79782333,135.4145322,緑丘小学校,
1946,R5,2/11/2023,8:14,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77774194,135.4246761,有岡小学校,
1947,R5,2/14/2023,13:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79882389,135.4207631,緑丘小学校,
1948,R5,2/15/2023,5:32,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,自動車,,,,34.78344556,135.3961267,稲野小学校,
1949,R5,2/21/2023,17:30,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.79553111,135.4123639,緑丘小学校,
1950,R5,2/25/2023,9:10,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.76732806,135.4203439,有岡小学校,
1951,R5,1/27/2023,8:40,すれ違い時,県道寺本伊丹線,すれ違い時,自転車,自転車,,,,34.77679,135.3903861,花里小学校,
1952,R5,3/1/2023,17:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79431194,135.3810939,桜台小学校,
1953,R5,3/5/2023,18:50,軽傷事故,一般県道,出合い頭,自転車,自動車,,,,34.79634306,135.4053169,瑞穂小学校,
1954,R5,3/7/2023,8:47,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.771625,135.4095881,鈴原小学校,
1955,R5,3/10/2023,17:50,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.77688694,135.3899619,花里小学校,
1956,R5,3/11/2023,9:50,軽傷事故,一般市道,その他,自動車,自転車,,,,34.78104611,135.414005,伊丹小学校,
1957,R5,2/13/2023,17:04,軽傷事故,一般市道,追い越し時,自転車,原付,,,,34.78743194,135.4191961,伊丹小学校,
1958,R5,3/15/2023,10:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77329083,135.3959411,昆陽里小学校,
1959,R5,3/15/2023,19:14,軽傷事故,県道中野中筋線,右折時,自動車,自転車,,,,34.79382028,135.3871889,桜台小学校,
1960,R5,3/16/2023,8:12,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.77025694,135.4196931,有岡小学校,
1961,R5,3/16/2023,16:16,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79671806,135.3917719,鴻池小学校,
1962,R5,3/18/2023,17:18,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77258694,135.3848769,昆陽里小学校,
1963,R5,3/19/2023,11:45,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77274889,135.4104481,鈴原小学校,
1964,R5,1/15/2023,19:15,重傷事故,その他,その他,自動車,自転車,,,,34.78241889,135.4222239,有岡小学校,
1965,R5,3/27/2023,6:14,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.8094,135.3900969,荻野小学校,
1966,R5,3/27/2023,19:40,軽傷事故,一般市道,すれ違い時,自動車,自転車,,,,34.76238694,135.4060011,笹原小学校,
1967,R5,2/27/2023,7:45,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79248944,135.4006169,瑞穂小学校,
1968,R5,3/30/2023,18:48,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.81068694,135.3807331,天神川小学校,
1969,R5,4/1/2023,17:15,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.775015,135.3918111,昆陽里小学校,
1970,R5,4/7/2023,5:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78155139,135.4021997,稲野小学校,
1971,R5,3/10/2023,11:40,軽傷事故,県道寺本伊丹線,右折時(その他）,自動車,自転車,,,,34.786745,135.4075339,緑丘小学校,
1972,R5,4/14/2023,22:45,重傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76779611,135.3979639,笹原小学校,
1973,R5,3/31/2023,18:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78783333,135.4089544,伊丹小学校,
1974,R5,4/18/2023,17:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81107389,135.3768919,天神川小学校,
1975,R5,4/20/2023,17:13,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77871389,135.3887861,花里小学校,
1976,R5,4/21/2023,17:27,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.78938194,135.4057569,緑丘小学校,
1977,R5,4/22/2023,6:50,重傷事故,県道尼崎宝塚線,追越追抜時,自転車,自動車,,,,34.77507111,135.384705,花里小学校,
1978,R5,4/24/2023,17:45,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.792945,135.3950039,鴻池小学校,
1979,R5,4/25/2023,10:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77755806,135.4163019,伊丹小学校,
1980,R5,4/25/2023,18:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78998389,135.41451,緑丘小学校,
1981,R5,4/26/2023,8:00,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77381806,135.384105,花里小学校,
1982,R5,4/21/2023,13:50,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78254917,135.4327967,神津小学校,
1983,R5,4/27/2023,8:40,軽傷事故,一般市道,その他,自動車,自転車,,,,34.78994,135.3746189,池尻小学校,
1984,R5,5/1/2023,12:50,軽傷事故,一般市道,追突進行中,自動車,自転車,,,,34.77221389,135.4066261,鈴原小学校,
1985,R5,5/7/2023,23:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79285194,135.4008911,瑞穂小学校,
1986,R5,5/11/2023,7:40,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77769694,135.3947589,摂陽小学校,
1987,R5,5/11/2023,7:55,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78592806,135.4108639,伊丹小学校,
1988,R5,5/9/2023,17:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78277083,135.3788331,池尻小学校,
1989,R5,5/15/2023,8:47,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77879889,135.4317711,神津小学校,
1990,R5,5/16/2023,17:43,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.77789194,135.4221219,有岡小学校,
1991,R5,5/21/2023,12:45,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.77455889,135.38241,花里小学校,
1992,R5,5/22/2023,16:10,軽傷事故,県道中野中筋線,すれ違い時,原付,自転車,,,,34.80076889,135.3866156,鴻池小学校,
1993,R5,5/22/2023,20:33,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.772435,135.38471,昆陽里小学校,
1994,R5,4/22/2023,17:40,重傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.7704575,135.3992178,摂陽小学校,
1995,R5,5/23/2023,22:55,軽傷事故,国道171号,右折時(その他）,自動車,自転車,,,,34.77428389,135.3849531,花里小学校,
1996,R5,5/24/2023,16:23,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77173889,135.3930961,昆陽里小学校,
1997,R5,5/26/2023,18:20,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.79142306,135.4079339,瑞穂小学校,
1998,R5,5/28/2023,12:51,軽傷事故,県道山本伊丹線,右折時(その他）,自動車,自転車,,,,34.77539111,135.4106611,鈴原小学校,
1999,R5,5/29/2023,8:07,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.78282611,135.3844639,伊丹小学校,
2000,R5,5/23/2023,10:55,軽傷事故,県道尼崎宝塚線,背面通行中,自転車,歩行者,,,,34.78385806,135.3843661,花里小学校,
2001,R5,6/6/2023,6:54,軽傷事故,県道尼崎池田線,右折時(その他）,自動車,自転車,,,,34.76944806,135.4198219,有岡小学校,
2002,R5,6/6/2023,17:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77052694,135.4191139,南小学校,
2003,R5,6/13/2023,7:22,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76866,135.3904481,昆陽里小学校,
2004,R5,6/15/2023,12:23,軽傷事故,その他,左折時,自動車,自転車,,,,34.7746475,135.3828911,花里小学校,
2005,R5,6/16/2023,13:58,重傷事故,一般市道,追い越し時,自転車,自動車,,,,34.79640694,135.4040419,瑞穂小学校,
2006,R5,6/19/2023,7:46,軽傷事故,一般市道,すれ違い時,不明,自転車,,,,34.78646417,135.4215236,伊丹小学校,
2007,R5,6/20/2023,8:10,軽傷事故,一般市道,正面衝突,不明,自転車,,,,34.80503889,135.3988711,荻野小学校,
2008,R5,6/23/2023,19:03,軽傷事故,一般市道,追い越し時,自転車,二輪車,,,,34.80764111,135.4006531,荻野小学校,
2009,R5,6/24/2023,7:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77739889,135.4142839,伊丹小学校,
2010,R5,6/24/2023,16:00,軽傷事故,県道東富松御願塚線,左折時,自動車,自転車,,,,34.76609889,135.4042719,笹原小学校,
2011,R5,6/27/2023,17:13,軽傷事故,県道西宮豊中線,出合い頭,自転車,自動車,,,,34.758065,135.4155981,南小学校,
2012,R5,6/29/2023,8:42,軽傷事故,一般市道,右折時(その他）,自動車,自転車,,,,34.81226194,135.3892631,天神川小学校,
2013,R5,7/3/2023,7:20,軽傷事故,一般市道,右折時(その他）,自動車,自転車,,,,34.78045389,135.4306511,神津小学校,
2014,R5,7/5/2023,8:20,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.78121111,135.4097531,伊丹小学校,
2015,R5,7/6/2023,12:15,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.79190194,135.3952411,瑞穂小学校,
2016,R5,7/6/2023,15:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77835889,135.4141339,伊丹小学校,
2017,R5,7/10/2023,10:01,重傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77808306,135.4062611,鈴原小学校,
2018,R5,7/10/2023,17:05,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.75805306,135.4160139,南小学校,
2019,R5,7/4/2023,9:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76205389,135.4140611,南小学校,
2020,R5,6/11/2023,19:38,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.76904889,135.411125,鈴原小学校,
2021,R5,7/24/2023,7:55,軽傷事故,県道伊丹豊中線,右折直進,自転車,自動車,,,,34.78047611,135.430635,神津小学校,
2022,R5,7/24/2023,15:41,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78705194,135.4125169,伊丹小学校,
2023,R5,7/25/2023,9:37,軽傷事故,県道寺本伊丹線,その他,自動車,自転車,,,,34.77856889,135.3975369,稲野小学校,
2024,R5,7/25/2023,16:16,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.79435722,135.3870544,鴻池小学校,
2025,R5,7/30/2023,11:30,軽傷事故,その他,その他,自動車,自転車,,,,34.79348611,135.3804581,桜台小学校,
2026,R5,7/31/2023,22:25,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.78996611,135.4063161,瑞穂小学校,
2027,R5,8/6/2023,6:30,軽傷事故,県道中野中筋線,右折時(その他）,自動車,自転車,,,,34.81217389,135.3801939,天神川小学校,
2028,R5,8/8/2023,6:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79306806,135.4083661,瑞穂小学校,
2029,R5,8/10/2023,8:35,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.77319306,135.4189061,南小学校,
2030,R5,8/10/2023,12:20,軽傷事故,その他,追突,自動車,自転車,,,,34.78419889,135.382655,池尻小学校,
2031,R5,8/14/2023,16:10,軽傷事故,県道山本伊丹線,右折時(その他）,自転車,自動車,,,,34.78672111,135.4075619,緑丘小学校,
2032,R5,8/17/2023,7:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77738389,135.41425,伊丹小学校,
2033,R5,8/18/2023,19:02,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77724111,135.3921511,花里小学校,
2034,R5,8/19/2023,10:12,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79266806,135.4047931,瑞穂小学校,
2035,R5,8/19/2023,14:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79193444,135.3817592,桜台小学校,
2036,R5,8/19/2023,19:40,軽傷事故,県道伊丹豊中線,出合い頭,自動車,自転車,,,,34.78276194,135.4293631,神津小学校,
2037,R5,8/12/2023,16:35,重傷事故,県道伊丹停車場線,出合い頭,自動車,自転車,,,,34.77943528,135.4150317,伊丹小学校,
2038,R5,8/24/2023,18:10,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.77914389,135.4179889,伊丹小学校,
2039,R5,8/30/2023,8:05,軽傷事故,一般市道,追突進行中,自動車,自転車,,,,34.76273333,135.4169256,南小学校,
2040,R5,8/31/2023,13:20,軽傷事故,一般市道,右折時(その他）,自動車,自転車,,,,34.80395,135.3942531,荻野小学校,
2041,R5,9/1/2023,12:59,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.78955889,135.3901369,稲野小学校,
2042,R5,9/9/2023,9:15,軽傷事故,県道中野中筋線,右折時右折直進,自動車,自転車,,,,34.80761,135.3823531,天神川小学校,
2043,R5,9/9/2023,16:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78551889,135.3801161,池尻小学校,
2044,R5,9/13/2023,11:42,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81258111,135.3811919,天神川小学校,
2045,R5,9/8/2023,14:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78512611,135.3965889,稲野小学校,
2046,R5,9/26/2023,5:57,軽傷事故,県道尼崎宝塚線,右折時その他,自動車,自転車,,,,34.77425806,135.3848019,花里小学校,
2047,R5,9/19/2023,16:55,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.76794389,135.419955,南小学校,
2048,R5,9/21/2023,19:52,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.782375,135.3966853,稲野小学校,
2049,R5,10/3/2023,8:00,軽傷事故,県道尼崎池田線,右折時その他,自動車,自転車,,,,34.79740306,135.4143061,緑丘小学校,
2050,R5,10/3/2023,18:37,軽傷事故,国道171号,右折時その他,自動車,自転車,,,,34.79891194,135.4222589,緑丘小学校,
2051,R5,10/4/2023,10:54,軽傷事故,県道伊丹停車場線,追越追抜時,自動車,自転車,,,,34.77987306,135.4177269,伊丹小学校,
2052,R5,10/11/2023,19:35,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.79393083,135.3870144,桜台小学校,
2053,R5,10/18/2023,16:30,軽傷事故,県道中野中筋線,右折時右折直線,自動車,自転車,,,,34.797765,135.3877781,鴻池小学校,
2054,R5,10/9/2023,16:48,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76769,135.3923581,笹原小学校,
2055,R5,10/20/2023,11:04,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77479611,135.3908789,昆陽里小学校,
2056,R5,10/20/2023,17:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77737806,135.4142489,伊丹小学校,
2057,R5,10/24/2023,8:10,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77759722,135.4295919,神津小学校,
2058,R5,10/27/2023,9:38,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.78157306,135.4142931,伊丹小学校,
2059,R5,10/12/2023,8:02,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77280778,135.3864619,昆陽里小学校,
2060,R5,11/1/2023,21:36,軽傷事故,一般市道,右折時直進,自動車,自転車,,,,34.78940806,135.3750289,池尻小学校,
2061,R5,11/3/2023,8:30,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自動車,自転車,,,,34.79013389,135.4051611,瑞穂小学校,
2062,R5,11/4/2023,9:07,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80279917,135.3852953,天神川小学校,
2063,R5,11/4/2023,17:17,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76542889,135.3949661,笹原小学校,
2064,R5,11/8/2023,11:26,重傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78706806,135.427495,神津小学校,
2065,R5,11/13/2023,7:40,軽傷事故,一般市道,追突進行中,自動車,自転車,,,,34.78985111,135.4212311,伊丹小学校,
2066,R5,11/15/2023,21:38,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.7673,135.3980489,笹原小学校,
2067,R5,11/20/2023,7:55,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77140694,135.4166761,南小学校,
2068,R5,11/22/2023,7:20,軽傷事故,県道中野中筋線,右折時その他,自動車,自転車,,,,34.810675,135.3808619,天神川小学校,
2069,R5,11/22/2023,14:52,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.761585,135.3969711,笹原小学校,
2070,R5,11/22/2023,13:45,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.78716,135.4030661,稲野小学校,
2071,R5,11/15/2023,17:50,軽傷事故,県道姥ケ茶屋伊丹線,正面衝突,不明,自転車,,,,34.79488389,135.3932531,鴻池小学校,
2072,R5,11/24/2023,8:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80706194,135.3796939,天神川小学校,
2073,R5,11/28/2023,17:30,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.77430111,135.3847761,花里小学校,
2074,R5,11/26/2023,19:15,軽傷事故,県道尼崎池田線,右折時（その他）,自転車,不明,,,,34.77987389,135.4177839,伊丹小学校,
2075,R5,12/7/2023,8:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80209806,135.3999481,荻野小学校,
