serial number,year,date,time,accident details,route,accident type,party 1,party 2,Party 3,Party 4,Party 5,latitude,longitude,elementary school district,dead
1702,R3,10/30/2021,12:10,軽傷事故,その他,その他,自動車,自転車,,,,34.79677806,135.3888461,,
1703,R3,11/1/2021,11:00,軽傷事故,一般交通に供する道路,追突,自動車,自転車,自転車,,,34.805685,135.3928269,,
1704,R3,11/2/2021,8:22,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77869306,135.3868989,,
1705,R3,10/28/2021,18:46,軽傷事故,県道姥ケ茶屋伊丹線,右折時,自動車,自転車,,,,34.79356389,135.3962861,,
1706,R3,11/3/2021,19:40,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.78809611,135.3768089,,
1707,R3,11/8/2021,17:20,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77129111,135.3923919,,
1708,R3,11/9/2021,17:45,軽傷事故,一般市道,出合い頭,自転車,不明,,,,34.783275,135.4007731,,
1709,R3,11/10/2021,13:13,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.77578806,135.4010911,,
1710,R3,11/10/2021,15:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77686889,135.39833,,
1711,R3,11/13/2021,9:30,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.766445,135.4204261,,
1712,R3,11/17/2021,6:40,軽傷事故,県道米谷昆陽尼崎線,追い越し時,自動車,自転車,,,,34.77625389,135.400645,,
1713,R3,11/18/2021,7:30,軽傷事故,県道中野中筋線,出合い頭,自転車,自動車,自転車,,,34.80569611,135.3836419,,
1714,R3,11/19/2021,17:15,軽傷事故,一般交通に供する道路,人対車両,自転車,歩行者,,,,34.79567389,135.3933011,,
1715,R3,11/25/2021,11:25,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.78308889,135.4135369,,
1716,R3,11/27/2021,17:10,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77335611,135.383365,,
1717,R3,11/18/2021,9:30,軽傷事故,一般市道,出合い頭,原付,自転車,,,,34.76432806,135.4092181,,
1718,R3,11/30/2021,10:38,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.79688611,135.3878189,,
1719,R3,12/2/2021,8:10,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77758889,135.4044311,,
1720,R3,12/3/2021,7:39,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80395,135.3846911,,
1721,R3,12/3/2021,17:30,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.78519194,135.4190589,,
1722,R3,12/4/2021,7:00,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.766065,135.420375,,
1723,R3,12/4/2021,9:56,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78197611,135.4209681,,
1724,R3,12/4/2021,18:37,軽傷事故,その他,出合い頭,自動車,自転車,,,,34.77422889,135.3830689,,
1725,R3,12/8/2021,17:45,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77759444,135.3935481,,
1726,R3,12/14/2021,17:25,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.78298194,135.4180419,,
1727,R3,12/6/2021,16:43,軽傷事故,県道尼崎宝塚線,人対車両,自転車,歩行者,,,,34.77878889,135.3846731,,
1728,R3,12/16/2021,8:17,軽傷事故,一般市道,その他,不明,自転車,,,,34.78147889,135.4021581,,
1729,R3,12/16/2021,21:50,軽傷事故,県道寺本伊丹線,右折時,自動車,自転車,,,,34.77786889,135.3948319,,
1730,R3,12/17/2021,9:20,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76469611,135.4081911,,
1731,R3,12/17/2021,18:40,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.78070611,135.4122861,,
1732,R3,12/19/2021,18:26,軽傷事故,県道尼崎宝塚線,追い越し時,自動車,自転車,,,,34.77808694,135.3846731,,
1733,R3,12/19/2021,23:36,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自動車,,,,34.79383694,135.3956261,,
1734,R3,12/20/2021,19:39,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79867611,135.3938011,,
1735,R3,12/21/2021,19:45,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.76601111,135.4203611,,
1736,R3,12/22/2021,7:30,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78599611,135.4075281,,
1737,R3,12/22/2021,6:22,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自動車,自転車,,,,34.79271194,135.3995311,,
1738,R3,12/23/2021,7:57,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77264306,135.4333281,,
1739,R3,12/24/2021,15:05,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77517528,135.3846511,,
1740,R3,12/24/2021,16:00,軽傷事故,県道山本伊丹線,右折時,自動車,自転車,,,,34.78267611,135.4093181,,
1741,R3,12/24/2021,17:44,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.797425,135.414605,,
1742,R3,12/24/2021,11:40,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.78288111,135.4013031,,
1743,R3,12/28/2021,5:05,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.78053389,135.4152269,,
1744,R3,12/28/2021,15:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77450917,135.395045,,
1745,R3,12/31/2021,11:55,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79020806,135.3765619,,
1746,R4,1/4/2022,8:22,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80356611,135.3929781,,
1747,R4,1/4/2022,10:20,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.77432806,135.384975,,
1748,R4,1/4/2022,14:40,軽傷事故,県道米谷昆陽尼崎線,追い越し時,自動車,自転車,,,,34.78076194,135.3976319,,
1749,R4,1/5/2022,20:40,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77225,135.38481,,
1750,R4,1/5/2022,18:29,軽傷事故,一般市道,すれ違い時,自動車,自転車,,,,34.79193889,135.3976161,,
1751,R4,1/15/2022,16:18,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.80409889,135.38231,,
1752,R4,1/17/2022,8:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78062389,135.4170581,,
1753,R4,1/19/2022,9:40,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.76992111,135.3972661,,
1754,R4,1/20/2022,15:50,重傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79045889,135.40033,,
1755,R4,1/23/2022,12:45,軽傷事故,一般市道,右折時,自転車,自動車,,,,34.78266306,135.378855,,
1756,R4,1/23/2022,20:23,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.784355,135.3974369,,
1757,R4,1/27/2022,13:30,軽傷事故,一般市道,出合い頭,自転車,二輪車,,,,34.777325,135.4134631,,
1758,R4,10/10/2021,12:43,軽傷事故,一般市道,すれ違い時,自転車,自転車,,,,34.77947194,135.3848069,,
1759,R4,1/25/2022,8:58,軽傷事故,県道中野中筋線,左折時,自動車,自転車,,,,34.81225694,135.3802269,,
1760,R4,2/2/2022,12:15,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77489806,135.383665,,
1761,R4,2/11/2022,16:14,軽傷事故,一般市道,追い越し時,不明,自転車,,,,34.76623194,135.4030231,,
1762,R4,2/7/2022,16:02,軽傷事故,国道171号,出合い頭,自転車,自転車,,,,34.77391611,135.3842839,,
1763,R4,2/14/2022,17:30,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.80558389,135.3802789,,
1764,R4,2/7/2022,8:20,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79780194,135.4094111,,
1765,R4,2/17/2022,12:38,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.78670806,135.4171069,,
1766,R4,2/14/2022,21:25,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.77882194,135.3987961,,
1767,R4,2/21/2022,9:34,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77453,135.3824269,,
1768,R4,2/21/2022,10:03,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.764485,135.4146461,,
1769,R4,2/22/2022,9:09,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77846389,135.4152011,,
1770,R4,2/24/2022,12:40,軽傷事故,一般市道,正面衝突,自転車,原付,,,,34.77883,135.417395,,
1771,R4,2/26/2022,11:40,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77602111,135.4105639,,
1772,R4,2/26/2022,16:11,軽傷事故,一般市道,右折時,自転車,二輪車,,,,34.77320194,135.3924189,,
1773,R4,2/28/2022,17:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81066861,135.3781561,,
1774,R4,3/2/2022,7:58,軽傷事故,一般市道,正面衝突,自転車,自動車,,,,34.78305306,135.4275,,
1775,R4,12/3/2021,17:30,重傷事故,一般市道,車両単独,自転車,不明,,,,34.780605,135.41147,,
1776,R4,3/12/2022,17:10,軽傷事故,県道山本伊丹線,出合い頭,自転車,自動車,,,,34.78807806,135.40694,,
1777,R4,3/8/2022,18:12,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79688389,135.3878169,,
1778,R4,3/16/2022,14:25,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76746861,135.4118086,,
1779,R4,3/17/2022,10:00,軽傷事故,県道米谷昆陽尼崎線,追い越し時,自転車,二輪車,,,,34.771275,135.4047969,,
1780,R4,3/18/2022,15:30,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77923111,135.4127069,,
1781,R4,3/16/2022,12:40,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77760861,135.3942661,,
1782,R4,3/21/2022,10:14,軽傷事故,一般市道,正面衝突,二輪車,自転車,,,,34.78022194,135.4156239,,
1783,R4,3/21/2022,19:10,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77888,135.3926019,,
1784,R4,3/22/2022,8:05,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79473111,135.3962131,,
1785,R4,3/23/2022,17:20,軽傷事故,国道171号,出合い頭,自転車,二輪車,,,,34.79642389,135.41327,,
1786,R4,3/27/2022,12:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77499111,135.415665,,
1787,R4,3/27/2022,17:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78734694,135.4099589,,
1788,R4,3/30/2022,8:20,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.78193389,135.4177339,,
1789,R4,3/30/2022,11:37,軽傷事故,国道171号,出合い頭,自転車,自動車,,,,34.79641806,135.4132831,,
1790,R4,4/2/2022,15:52,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81506111,135.3872219,,
1791,R4,3/24/2022,18:45,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77695611,135.3909961,,
1792,R4,4/4/2022,15:00,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.76345806,135.4125681,,
1793,R4,4/5/2022,9:50,軽傷事故,県道伊丹停車場線,その他,自動車,自転車,,,,34.78261806,135.4208431,,
1794,R4,4/5/2022,16:57,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79280889,135.385965,,
1795,R4,4/2/2022,16:25,軽傷事故,一般市道,右折時,自転車,自動車,,,,34.76364306,135.4008,,
1796,R4,4/7/2022,19:00,軽傷事故,一般市道,すれ違い時,自動車,自転車,,,,34.77561389,135.3834511,,
1797,R4,4/12/2022,10:55,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77287194,135.3866211,,
1798,R4,4/16/2022,7:58,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76468389,135.4168569,,
1799,R4,4/18/2022,18:00,軽傷事故,県道伊丹豊中線,左折時,自動車,自転車,,,,34.78248,135.43462,,
1800,R4,4/19/2022,18:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76301611,135.4126069,,
1801,R4,4/20/2022,8:45,軽傷事故,県道寺本伊丹線,右折時,自動車,自転車,,,,34.77864806,135.398755,,
1802,R4,4/16/2022,16:10,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.7721625,135.3937314,,
1803,R4,4/22/2022,8:24,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79130611,135.400435,,
1804,R4,4/14/2022,8:55,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自動車,自転車,,,,34.76292389,135.411695,,
1805,R4,4/23/2022,15:45,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77314694,135.38303,,
1806,R4,4/28/2022,13:12,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80176,135.3885311,,
1807,R4,4/30/2022,16:00,軽傷事故,一般市道,出合い頭,不明,自転車,,,,34.76468306,135.4147239,,
1808,R4,4/21/2022,20:30,軽傷事故,一般市道,左折時,二輪車,自転車,,,,34.81190083,135.3792464,,
1809,R4,5/3/2022,10:15,重傷事故,県道東富松御願塚線,出合い頭,自転車,自動車,,,,34.76620111,135.4132481,,
1810,R4,4/24/2022,16:50,軽傷事故,県道中野中筋線,出合い頭,不明,自転車,,,,34.79572611,135.3873381,,
1811,R4,5/5/2022,12:05,軽傷事故,一般市道,その他,自動車,自転車,,,,34.769315,135.418155,,
1812,R4,5/6/2022,17:10,軽傷事故,一般市道,すれ違い時,自転車,自動車,,,,34.76626389,135.397345,,
1813,R4,5/6/2022,21:54,軽傷事故,国道171号,右折時,自動車,自転車,,,,34.7913,135.407975,,
1814,R4,5/11/2022,8:15,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.78699806,135.4169939,,
1815,R4,5/11/2022,21:57,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.81412,135.3877981,,
1816,R4,5/14/2022,15:20,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.77434611,135.3849731,,
1817,R4,5/14/2022,16:28,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78754111,135.4072331,,
1818,R4,5/15/2022,20:30,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.78563389,135.3834389,,
1819,R4,5/16/2022,8:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76985889,135.4059711,,
1820,R4,5/16/2022,15:00,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80312194,135.3932789,,
1821,R4,1/4/2022,20:00,重傷事故,一般市道,左折時,自動車,自転車,,,,34.7970725,135.4114372,,
1822,R4,5/18/2022,11:40,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,自転車,自動車,,,,34.79198889,135.4017981,,
1823,R4,5/20/2022,11:10,軽傷事故,一般市道,追い越し時,自転車,二輪車,,,,34.76834306,135.3968561,,
1824,R4,5/20/2022,15:37,軽傷事故,県道米谷昆陽尼崎線,出合い頭,自転車,自動車,,,,34.786895,135.3925419,,
1825,R4,5/22/2022,14:10,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78861694,135.38714,,
1826,R4,5/23/2022,7:02,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78907806,135.3972189,,
1827,R4,5/23/2022,18:30,軽傷事故,県道中野中筋線,出合い頭,自転車,自転車,,,,34.800125,135.386925,,
1828,R4,5/23/2022,18:14,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.78674806,135.4076069,,
1829,R4,11/26/2021,10:45,重傷事故,県道米谷昆陽尼崎線,横断中,自転車,歩行者,,,,34.76428611,135.4113511,,
1830,R4,5/28/2022,7:13,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77523611,135.4106189,,
1831,R4,5/28/2022,10:50,軽傷事故,一般市道,背面通行中,自転車,歩行者,,,,34.80266694,135.387995,,
1832,R4,6/4/2022,15:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.76844194,135.4097369,,
1833,R4,6/8/2022,9:45,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77090806,135.3848731,,
1834,R4,6/5/2022,16:25,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.76745306,135.3906333,,
1835,R4,6/11/2022,17:00,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78852194,135.3871811,,
1836,R4,6/11/2022,20:42,重傷事故,国道171号,右折時,自動車,自転車,,,,34.79951,135.425605,,
1837,R4,6/13/2022,15:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77225806,135.4200531,,
1838,R4,6/9/2022,17:45,軽傷事故,県道寺本伊丹線,右折時,自動車,自転車,,,,34.77722,135.3920419,,
1839,R4,6/9/2022,7:11,軽傷事故,県道寺本伊丹線,出合い頭,自動車,自転車,,,,34.77738111,135.3926569,,
1840,R4,6/19/2022,17:45,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.79239806,135.4006569,,
1841,R4,6/22/2022,17:45,軽傷事故,一般市道,出合い頭,二輪車,自転車,,,,34.78720806,135.3752311,,
1842,R4,6/27/2022,7:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76762194,135.3916039,,
1843,R4,6/29/2022,9:42,軽傷事故,県道寺本伊丹線,右折時,自動車,自転車,,,,34.77796889,135.3950919,,
1844,R4,7/3/2022,16:25,重傷事故,県道尼崎宝塚線,路上停止中,自転車,歩行者,,,,34.77455889,135.3846869,,
1845,R4,6/26/2022,10:00,軽傷事故,一般市道,路上停止中,自転車,歩行者,,,,34.77461306,135.404595,,
1846,R4,7/8/2022,15:08,軽傷事故,県道姥ケ茶屋伊丹線,右折時,自動車,自転車,,,,34.79644611,135.3888069,,
1847,R4,7/10/2022,11:25,軽傷事故,一般市道,その他,自動車,自転車,,,,34.79921611,135.4215039,,
1848,R4,7/12/2022,7:30,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79862889,135.4026411,,
1849,R4,7/8/2022,15:44,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.79048389,135.3798419,,
1850,R4,7/16/2022,15:42,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.77900611,135.4306361,,
1851,R4,7/17/2022,9:36,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77537889,135.4106911,,
1852,R4,7/20/2022,15:20,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.79953306,135.4137681,,
1853,R4,7/23/2022,14:20,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77634889,135.4112639,,
1854,R4,7/27/2022,8:45,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.76725306,135.4167761,,
1855,R4,7/20/2022,17:15,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.81071389,135.3888419,,
1856,R4,7/31/2022,19:58,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79835194,135.3889856,,
1857,R4,8/1/2022,11:10,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.77777194,135.404445,,
1858,R4,8/5/2022,17:30,軽傷事故,一般市道,出合い頭,自転車,自転車,,,,34.76430806,135.4124489,,
1859,R4,7/9/2022,17:28,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.78317694,135.3853611,,
1860,R4,8/2/2022,11:00,軽傷事故,県道中野中筋線,出合い頭,自動車,自転車,,,,34.80691194,135.383035,,
1861,R4,8/10/2022,13:40,軽傷事故,県道米谷昆陽尼崎線,左折時,自動車,自転車,,,,34.78955806,135.3903781,,
1862,R4,8/18/2022,14:56,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.76624611,135.4202781,,
1863,R4,8/16/2022,13:45,軽傷事故,県道伊丹停車場線,横断中,自転車,歩行者,,,,34.77993694,135.4172989,,
1864,R4,8/9/2022,19:55,軽傷事故,県道米谷昆陽尼崎線,すれ違い時,自転車,自転車,,,,34.78304,135.3962219,,
1865,R4,8/31/2022,9:54,軽傷事故,県道尼崎池田線,出合い頭,自動車,自転車,,,,34.77694806,135.4182939,,
1866,R4,8/26/2022,10:35,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77843306,135.3923789,,
1867,R4,9/6/2022,16:40,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.80121611,135.3978811,,
1868,R4,9/7/2022,9:41,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77810333,135.4061994,,
1869,R4,9/8/2022,7:15,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79197194,135.4208711,,
1870,R4,9/12/2022,16:00,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78812389,135.4069611,,
1871,R4,9/13/2022,12:10,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.81522806,135.387575,,
1872,R4,9/15/2022,14:32,軽傷事故,県道姥ケ茶屋伊丹線,右折時,自動車,自転車,,,,34.793785,135.39554,,
1873,R4,9/11/2022,10:35,軽傷事故,その他,出合い頭,自転車,自動車,,,,34.81222806,135.3897531,,
1874,R4,9/17/2022,16:19,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.76166167,135.3982717,,
1875,R4,9/23/2022,0:06,軽傷事故,県道伊丹豊中線,右折時,自動車,自転車,,,,34.78293889,135.4304539,,
1876,R4,9/25/2022,10:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.77225806,135.4200639,,
1877,R4,9/10/2022,10:23,軽傷事故,県道姥ケ茶屋伊丹線,左折時,自動車,自転車,,,,34.79687111,135.3878389,,
1878,R4,9/27/2022,18:50,軽傷事故,県道寺本伊丹線,左折時,自動車,自転車,,,,34.77772,135.3945411,,
1879,R4,9/29/2022,22:00,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79786611,135.4109939,,
1880,R4,9/30/2022,6:38,軽傷事故,県道中野中筋線,右折時,自動車,自転車,,,,34.81220222,135.3802131,,
1881,R4,9/30/2022,15:40,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.79307694,135.4083711,,
1882,R4,9/22/2022,11:00,重傷事故,県道山本伊丹線,車両単独,自転車,自動車,,,,34.77904806,135.4103561,,
1883,R4,9/8/2022,5:40,軽傷事故,県道山本伊丹線,出合い頭,自転車,不明,,,,34.80034194,135.4009481,,
1884,R4,10/2/2022,16:47,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.81204694,135.3796611,,
1885,R4,10/4/2022,7:35,軽傷事故,一般市道,出合い頭,自転車,自動車,,,,34.80940694,135.3900789,,
1886,R4,10/4/2022,18:12,軽傷事故,県道尼崎宝塚線,左折時,自動車,自転車,,,,34.78673194,135.3829361,,
1887,R4,10/5/2022,9:39,軽傷事故,県道中野中筋線,右折時,自動車,自転車,,,,34.81218694,135.3802181,,
1888,R4,10/5/2022,15:20,軽傷事故,一般市道,追い越し時,自転車,自動車,,,,34.76714,135.3939261,,
1889,R4,10/7/2022,8:55,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.79204806,135.39442,,
1890,R4,10/8/2022,16:10,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77485111,135.3836911,,
1891,R4,10/11/2022,7:22,軽傷事故,一般市道,その他,自動車,自転車,,,,34.78104111,135.4189731,,
1892,R4,10/11/2022,7:58,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.77844111,135.3923061,,
1893,R4,10/14/2022,18:38,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78199111,135.4180881,,
1894,R4,10/17/2022,9:20,軽傷事故,一般県道,右折時,自動車,自転車,,,,34.79611889,135.3963989,,
1895,R4,10/18/2022,13:50,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.79120111,135.4079369,,
1896,R4,10/19/2022,7:20,軽傷事故,一般市道,追突,自転車,自転車,,,,34.78184472,135.4020664,,
1897,R4,10/19/2022,18:50,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78343111,135.4134981,,
1898,R4,10/23/2022,18:15,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.77428889,135.3847761,,
1899,R4,10/24/2022,9:35,軽傷事故,県道尼崎池田線,左折時,自動車,自転車,,,,34.77983306,135.418075,,
1900,R4,10/25/2022,20:30,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.7708,135.3908461,,
1901,R4,10/27/2022,11:48,軽傷事故,一般市道,右折時,自動車,自転車,,,,34.79331611,135.3822581,,
1902,R4,10/18/2022,9:50,軽傷事故,県道寺本伊丹線,出合い頭,不明,自転車,,,,34.78262889,135.4166261,,
1903,R4,10/28/2022,9:52,軽傷事故,一般県道,追い越し時,自動車,自転車,,,,34.786125,135.3904911,,
1904,R4,10/31/2022,10:13,軽傷事故,一般市道,追い越し時,自動車,自転車,,,,34.78161611,135.4193119,,
1905,R4,10/31/2022,19:12,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79005111,135.4063239,,
1906,R4,10/18/2022,9:45,軽傷事故,一般市道,その他,自転車,歩行者,,,,34.80945889,135.3842769,,
1907,R4,11/4/2022,8:55,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.79146306,135.3839558,,
1908,R4,11/8/2022,8:17,軽傷事故,一般市道,出合い頭,自転車,原付,,,,34.78657306,135.3982681,,
1909,R4,10/29/2022,9:55,軽傷事故,県道尼崎宝塚線,すれ違い時,自転車,自動車,,,,34.78072222,135.3844142,,
1910,R4,11/10/2022,18:24,軽傷事故,一般市道,左折時,自動車,自転車,,,,34.78830389,135.3788819,,
1911,R4,11/11/2022,8:42,重傷事故,一般市道,出合い頭,自転車,自動車,,,,34.78901194,135.3741581,,
1912,R4,11/13/2022,20:07,軽傷事故,県道尼崎池田線,右折時,自動車,自転車,,,,34.76615111,135.4204581,,
1913,R4,11/11/2022,9:25,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.77277694,135.4042211,,
1914,R4,11/16/2022,17:47,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.78755306,135.4072111,,
1915,R4,11/19/2022,12:06,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.79406889,135.3864181,,
1916,R4,11/12/2022,19:50,軽傷事故,その他,追突,自動車,自転車,,,,34.77670389,135.4022639,,
1917,R4,11/22/2022,19:53,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.780835,135.4100931,,
1918,R4,11/25/2022,9:02,軽傷事故,県道山本伊丹線,出合い頭,自動車,自転車,,,,34.77573194,135.4107211,,
1919,R4,11/28/2022,15:35,軽傷事故,県道山本伊丹線,左折時,自動車,自転車,,,,34.777045,135.4105969,,
1920,R4,11/29/2022,23:15,軽傷事故,県道伊丹豊中線,追突,原付,自転車,,,,34.78245889,135.4398981,,
1921,R4,11/26/2022,17:20,軽傷事故,県道伊丹豊中線,右折時,自動車,自転車,,,,34.78276694,135.4246731,,
1922,R4,12/2/2022,14:06,軽傷事故,県道尼崎宝塚線,出合い頭,自動車,自転車,,,,34.77675111,135.3847869,,
1923,R4,12/1/2022,19:10,軽傷事故,県道寺本伊丹線,その他,自動車,自転車,,,,34.778595,135.397715,,
1924,R4,12/14/2022,8:55,軽傷事故,県道姥ケ茶屋伊丹線,出合い頭,不明,自転車,,,,34.79387806,135.3955819,,
1925,R4,12/21/2022,18:35,軽傷事故,国道171号,左折時,自動車,自転車,,,,34.79779806,135.414275,,
1926,R4,12/22/2022,16:55,軽傷事故,一般市道,出合い頭,自動車,自転車,,,,34.78582694,135.4032439,,
1927,R4,12/24/2022,12:20,軽傷事故,国道171号,出合い頭,自動車,自転車,,,,34.79761694,135.4146431,,
