u,v,freq
1722770112,1722770110,41.5
3920665240,3920665239,3.0
3920665239,3920665233,3.0
3920665233,1724845592,13.0
1724845592,3037771208,13.0
3037771208,1724793537,13.0
1724793537,1724793531,13.0
1724793531,3920665228,13.0
3920665228,3920665241,14.0
1830143990,1830143991,43.5
1830143991,1721886460,86.0
1722770127,1830094366,1.0
1830094366,1722794757,48.0
1724167877,1724143886,5.0
1724143886,1724143883,6.0
1721848389,1721848367,222.0
3920665239,3920665240,31.5
1724159485,4379264903,6.0
4379264906,1724193470,11.0
1724193470,1724111497,11.0
1724111497,1724179123,11.0
1724179123,1724111534,21.0
1724111534,1724179014,27.0
1724179144,4380221144,83.5
4380221144,1724167871,128.5
1724179093,4379260274,107.0
4379260274,1028052647,106.0
1028052647,3456547524,128.5
1724111452,1724159453,106.0
1724159453,1724159483,108.0
1721898007,1722404274,213.0
1724159477,1724111489,31.5
1830143991,1721896146,15.0
1721896146,1830143994,17.0
1830143994,1721896141,18.0
3920665292,3920665294,115.0
4379076463,4379076464,124.0
5603447008,5603446999,29.5
1722792906,1722792891,75.0
1722792891,1722770110,223.0
1724193468,1724193444,33.5
1724193484,1724167863,74.5
3920665238,1724198987,56.0
3920665330,2402961829,2.0
1724111577,10772990821,7.0
1722403333,1722403337,54.0
1724193444,1724111577,3.0
1722801933,1722798398,14.0
1721886469,1721896101,2.0
1721896101,1721886460,111.0
1722404265,1721896165,25.5
1721887685,1722403335,4.0
1722403335,1721887686,34.5
1724111463,1724143977,9.0
1724111465,8456047706,6.0
3920665257,1724193464,3.0
1722794766,1722770112,10.0
1721886457,1722401007,58.5
1722401007,1830143994,10.0
1722403340,1721896141,4.0
2411597980,2411597997,6.0
1722794759,1722792906,55.0
3920665260,3920665292,30.5
1724111586,1724111500,10.0
1724111500,1724111597,33.5
1722403339,1722770107,18.0
1830143994,1721896146,8.0
1722403195,1721848389,85.5
1722794759,1724159455,24.5
2411597989,2411598002,10.0
2411598002,1724193431,15.0
1724193431,2411598000,2.0
2411598000,1724193440,2.0
1724193470,1724143875,11.0
1724111542,1724111604,31.5
1721896132,1830143990,2.0
1830143990,1721886469,26.5
1724193431,1724111455,135.5
2411597979,1722802381,5.0
2411598000,2411598003,74.5
3920665258,3920665255,1.0
3920665277,3920665292,8.0
1722794754,1722770112,3.0
2411598007,2411597993,3.0
1724111586,1724159480,4.0
1724845595,4253907511,12.0
1721887684,1722402142,25.5
1724193432,1724793536,1.0
1721848403,1721848389,115.5
1724845584,1724143919,4.0
1724143919,1724793539,4.0
1724793539,4253907508,4.0
3920665237,3920665233,7.0
4379076462,4379076463,4.0
